,Country,Continent/Region,Year,Code,Expenditure,Regime
1936,Lithuania,East Europe,2003,LTU,5.108510017,Liberal Democracy
1937,Lithuania,East Europe,2004,LTU,5.169159889,Liberal Democracy
1938,Lithuania,East Europe,2005,LTU,4.873189926,Liberal Democracy
1939,Lithuania,East Europe,2006,LTU,4.820549965,Liberal Democracy
1940,Lithuania,East Europe,2007,LTU,4.590549946,Liberal Democracy
1941,Lithuania,East Europe,2008,LTU,4.83453989,Liberal Democracy
1942,Lithuania,East Europe,2009,LTU,5.577410221,Liberal Democracy
1943,Lithuania,East Europe,2010,LTU,5.312739849,Liberal Democracy
1944,Lithuania,East Europe,2011,LTU,5.127089977,Liberal Democracy
1945,Lithuania,East Europe,2012,LTU,4.769229889,Liberal Democracy
1946,Lithuania,East Europe,2013,LTU,4.609499931,Liberal Democracy
1947,Lithuania,East Europe,2014,LTU,4.49105978,Liberal Democracy
1948,Lithuania,East Europe,2015,LTU,4.22988987,Liberal Democracy
1951,Luxembourg,West Europe,1970,LUX,2.221940041,Liberal Democracy
1952,Luxembourg,West Europe,1971,LUX,2.757839918,Liberal Democracy
1953,Luxembourg,West Europe,1972,LUX,2.647480011,Liberal Democracy
1954,Luxembourg,West Europe,1973,LUX,2.716589928,Liberal Democracy
1955,Luxembourg,West Europe,1975,LUX,3.306469917,Liberal Democracy
1956,Luxembourg,West Europe,1976,LUX,3.491549969,Liberal Democracy
1957,Luxembourg,West Europe,1977,LUX,3.568030119,Liberal Democracy
1958,Luxembourg,West Europe,1978,LUX,4.191579819,Liberal Democracy
1959,Luxembourg,West Europe,1979,LUX,4.252870083,Liberal Democracy
1960,Luxembourg,West Europe,1980,LUX,4.397019863,Liberal Democracy
1961,Luxembourg,West Europe,1981,LUX,4.52835989,Liberal Democracy
1962,Luxembourg,West Europe,1982,LUX,5.095980167,Liberal Democracy
1963,Luxembourg,West Europe,1983,LUX,3.206640005,Liberal Democracy
1964,Luxembourg,West Europe,1986,LUX,3.660769939,Liberal Democracy
1965,Luxembourg,West Europe,1987,LUX,3.944000006,Liberal Democracy
1966,Luxembourg,West Europe,1988,LUX,3.877629995,Liberal Democracy
1967,Luxembourg,West Europe,1989,LUX,3.740530014,Liberal Democracy
1968,Luxembourg,West Europe,1995,LUX,3.534490108,Liberal Democracy
1969,Luxembourg,West Europe,1996,LUX,3.336110115,Liberal Democracy
1970,Luxembourg,West Europe,2001,LUX,3.555799961,Liberal Democracy
1971,Luxembourg,West Europe,2012,LUX,4.090410233,Liberal Democracy
1972,Luxembourg,West Europe,2014,LUX,4.007890224,Liberal Democracy
1973,Luxembourg,West Europe,2015,LUX,3.918200016,Liberal Democracy
1974,Luxembourg,West Europe,2017,LUX,3.569590092,Liberal Democracy
2107,Malta,South Europe,1971,MLT,6.15196991,Electoral Democracy
2108,Malta,South Europe,1972,MLT,5.549990177,Electoral Democracy
2109,Malta,South Europe,1973,MLT,5.26970005,Electoral Democracy
2110,Malta,South Europe,1974,MLT,4.493100166,Electoral Democracy
2111,Malta,South Europe,1975,MLT,4.422210217,Electoral Democracy
2112,Malta,South Europe,1976,MLT,3.831890106,Electoral Democracy
2113,Malta,South Europe,1977,MLT,3.897609949,Electoral Democracy
2114,Malta,South Europe,1978,MLT,3.348829985,Electoral Democracy
2115,Malta,South Europe,1979,MLT,3.153640032,Electoral Democracy
2116,Malta,South Europe,1981,MLT,2.865329981,Electoral Democracy
2117,Malta,South Europe,1982,MLT,2.854079962,Electoral Democracy
2118,Malta,South Europe,1983,MLT,3.314690113,Electoral Democracy
2119,Malta,South Europe,1984,MLT,3.078720093,Electoral Democracy
2120,Malta,South Europe,1985,MLT,3.248339891,Electoral Democracy
2121,Malta,South Europe,1986,MLT,3.105720043,Electoral Democracy
2122,Malta,South Europe,1987,MLT,3.16531992,Electoral Democracy
2123,Malta,South Europe,1988,MLT,3.338239908,Electoral Democracy
2124,Malta,South Europe,1989,MLT,3.58874011,Electoral Democracy
2125,Malta,South Europe,1990,MLT,3.831419945,Electoral Democracy
2126,Malta,South Europe,1991,MLT,3.920300007,Electoral Democracy
2127,Malta,South Europe,1992,MLT,4.314099789,Electoral Democracy
2128,Malta,South Europe,1998,MLT,4.277430058,Electoral Democracy
2129,Malta,South Europe,2002,MLT,4.146259785,Electoral Democracy
2130,Malta,South Europe,2004,MLT,4.474339962,Electoral Democracy
2131,Malta,South Europe,2007,MLT,5.981349945,Electoral Democracy
2132,Malta,South Europe,2008,MLT,5.570610046,Electoral Democracy
2133,Malta,South Europe,2009,MLT,5.170370102,Electoral Democracy
2134,Malta,South Europe,2010,MLT,6.454889774,Electoral Democracy
2135,Malta,South Europe,2011,MLT,7.796120167,Electoral Democracy
2136,Malta,South Europe,2012,MLT,6.522429943,Electoral Democracy
2137,Malta,South Europe,2013,MLT,7.876140118,Electoral Democracy
2138,Malta,South Europe,2014,MLT,7.204949856,Electoral Democracy
2139,Malta,South Europe,2015,MLT,5.216350079,Electoral Democracy
2140,Malta,South Europe,2016,MLT,5.207540035,Electoral Democracy
2141,Malta,South Europe,2017,MLT,4.824379921,Electoral Democracy
2221,Moldova,East Europe,2005,MDA,7.162700176,Electoral Autocracy
2222,Moldova,East Europe,2006,MDA,7.498990059,Electoral Autocracy
2223,Moldova,East Europe,2007,MDA,8.293370247,Electoral Autocracy
2224,Moldova,East Europe,2008,MDA,8.237270355,Electoral Autocracy
2225,Moldova,East Europe,2009,MDA,9.509759903,Electoral Autocracy
2214,Moldova,East Europe,1996,MDA,9.896639824,Electoral Democracy
2215,Moldova,East Europe,1999,MDA,4.662559986,Electoral Democracy
2216,Moldova,East Europe,2000,MDA,4.486390114,Electoral Democracy
2217,Moldova,East Europe,2001,MDA,4.846849918,Electoral Democracy
2218,Moldova,East Europe,2002,MDA,5.497910023,Electoral Democracy
2219,Moldova,East Europe,2003,MDA,5.424890041,Electoral Democracy
2220,Moldova,East Europe,2004,MDA,6.771039963,Electoral Democracy
2226,Moldova,East Europe,2010,MDA,7.592299938,Electoral Democracy
2227,Moldova,East Europe,2011,MDA,7.136380196,Electoral Democracy
2228,Moldova,East Europe,2012,MDA,6.983389854,Electoral Democracy
2229,Moldova,East Europe,2014,MDA,6.266019821,Electoral Democracy
2230,Moldova,East Europe,2016,MDA,5.608449936,Electoral Democracy
2231,Moldova,East Europe,2017,MDA,5.618440151,Electoral Democracy
2232,Moldova,East Europe,2018,MDA,5.439730167,Electoral Democracy
2324,Netherlands,West Europe,1970,NLD,6.221149921,Liberal Democracy
2325,Netherlands,West Europe,1971,NLD,6.328199863,Liberal Democracy
2326,Netherlands,West Europe,1972,NLD,6.318490028,Liberal Democracy
2327,Netherlands,West Europe,1973,NLD,5.842949867,Liberal Democracy
2328,Netherlands,West Europe,1974,NLD,6.335889816,Liberal Democracy
2329,Netherlands,West Europe,1975,NLD,6.371660233,Liberal Democracy
2330,Netherlands,West Europe,1976,NLD,6.312290192,Liberal Democracy
2331,Netherlands,West Europe,1977,NLD,6.182509899,Liberal Democracy
2332,Netherlands,West Europe,1978,NLD,6.184420109,Liberal Democracy
2333,Netherlands,West Europe,1979,NLD,6.090330124,Liberal Democracy
2334,Netherlands,West Europe,1980,NLD,5.892799854,Liberal Democracy
2335,Netherlands,West Europe,1981,NLD,5.749370098,Liberal Democracy
2336,Netherlands,West Europe,1982,NLD,5.695010185,Liberal Democracy
2337,Netherlands,West Europe,1983,NLD,5.500790119,Liberal Democracy
2338,Netherlands,West Europe,1984,NLD,5.090109825,Liberal Democracy
2339,Netherlands,West Europe,1985,NLD,5.472879887,Liberal Democracy
2340,Netherlands,West Europe,1986,NLD,5.56155014,Liberal Democracy
2341,Netherlands,West Europe,1987,NLD,5.897920132,Liberal Democracy
2342,Netherlands,West Europe,1988,NLD,5.471459866,Liberal Democracy
2343,Netherlands,West Europe,1990,NLD,5.228789806,Liberal Democracy
2344,Netherlands,West Europe,1991,NLD,5.161650181,Liberal Democracy
2345,Netherlands,West Europe,1993,NLD,4.756609917,Liberal Democracy
2346,Netherlands,West Europe,1994,NLD,4.663249969,Liberal Democracy
2347,Netherlands,West Europe,1995,NLD,4.578879833,Liberal Democracy
2348,Netherlands,West Europe,1996,NLD,4.494190216,Liberal Democracy
2349,Netherlands,West Europe,1998,NLD,4.540569782,Liberal Democracy
2350,Netherlands,West Europe,1999,NLD,4.506999969,Liberal Democracy
2351,Netherlands,West Europe,2000,NLD,4.585120201,Liberal Democracy
2352,Netherlands,West Europe,2001,NLD,4.699649811,Liberal Democracy
2353,Netherlands,West Europe,2002,NLD,4.805900097,Liberal Democracy
2354,Netherlands,West Europe,2003,NLD,5.040420055,Liberal Democracy
2355,Netherlands,West Europe,2004,NLD,5.062970161,Liberal Democracy
2356,Netherlands,West Europe,2005,NLD,5.109399796,Liberal Democracy
2357,Netherlands,West Europe,2006,NLD,5.044020176,Liberal Democracy
2358,Netherlands,West Europe,2007,NLD,4.886829853,Liberal Democracy
2359,Netherlands,West Europe,2008,NLD,5.029049873,Liberal Democracy
2360,Netherlands,West Europe,2009,NLD,5.43156004,Liberal Democracy
2361,Netherlands,West Europe,2010,NLD,5.489089966,Liberal Democracy
3232,Tajikistan,Central Asia,1995,TJK,2.065900087,Electoral Autocracy
3233,Tajikistan,Central Asia,1996,TJK,2.043450117,Electoral Autocracy
3234,Tajikistan,Central Asia,1998,TJK,2.528490067,Electoral Autocracy
3235,Tajikistan,Central Asia,1999,TJK,2.076519966,Electoral Autocracy
3236,Tajikistan,Central Asia,2000,TJK,2.328710079,Electoral Autocracy
3237,Tajikistan,Central Asia,2001,TJK,2.376590014,Electoral Autocracy
3238,Tajikistan,Central Asia,2002,TJK,2.775789976,Electoral Autocracy
3239,Tajikistan,Central Asia,2003,TJK,2.420789957,Electoral Autocracy
3240,Tajikistan,Central Asia,2004,TJK,2.772030115,Electoral Autocracy
3241,Tajikistan,Central Asia,2005,TJK,3.512130022,Electoral Autocracy
3242,Tajikistan,Central Asia,2006,TJK,3.40350008,Electoral Autocracy
3243,Tajikistan,Central Asia,2007,TJK,3.413269997,Electoral Autocracy
3244,Tajikistan,Central Asia,2008,TJK,3.459830046,Electoral Autocracy
3245,Tajikistan,Central Asia,2009,TJK,4.098309994,Electoral Autocracy
3246,Tajikistan,Central Asia,2010,TJK,4.006750107,Electoral Autocracy
3247,Tajikistan,Central Asia,2011,TJK,3.935110092,Electoral Autocracy
3248,Tajikistan,Central Asia,2012,TJK,4.018030167,Electoral Autocracy
3249,Tajikistan,Central Asia,2015,TJK,5.231389999,Electoral Autocracy
3265,Thailand,Southeast Asia,1971,THA,3.066220045,Closed Autocracy
3266,Thailand,Southeast Asia,1972,THA,3.029150009,Closed Autocracy
3267,Thailand,Southeast Asia,1973,THA,2.554250002,Closed Autocracy
3268,Thailand,Southeast Asia,1974,THA,2.146869898,Closed Autocracy
3271,Thailand,Southeast Asia,1977,THA,3.215120077,Closed Autocracy
3272,Thailand,Southeast Asia,1979,THA,2.845289946,Closed Autocracy
3282,Thailand,Southeast Asia,1991,THA,3.08859992,Closed Autocracy
3297,Thailand,Southeast Asia,2007,THA,3.603149891,Closed Autocracy
3269,Thailand,Southeast Asia,1975,THA,2.380880117,Electoral Autocracy
3270,Thailand,Southeast Asia,1976,THA,3.016720057,Electoral Autocracy
3273,Thailand,Southeast Asia,1980,THA,2.5745399,Electoral Autocracy
3274,Thailand,Southeast Asia,1981,THA,2.883140087,Electoral Autocracy
3275,Thailand,Southeast Asia,1982,THA,3.273880005,Electoral Autocracy
3276,Thailand,Southeast Asia,1983,THA,3.463870049,Electoral Autocracy
3277,Thailand,Southeast Asia,1984,THA,3.437220097,Electoral Autocracy
3278,Thailand,Southeast Asia,1986,THA,3.407979965,Electoral Autocracy
3279,Thailand,Southeast Asia,1987,THA,3.115819931,Electoral Autocracy
3280,Thailand,Southeast Asia,1988,THA,2.753420115,Electoral Autocracy
3281,Thailand,Southeast Asia,1989,THA,2.502429962,Electoral Autocracy
3283,Thailand,Southeast Asia,1992,THA,3.045409918,Electoral Autocracy
3284,Thailand,Southeast Asia,1994,THA,3.405230045,Electoral Autocracy
3285,Thailand,Southeast Asia,1995,THA,3.144979954,Electoral Autocracy
3286,Thailand,Southeast Asia,1996,THA,3.499609947,Electoral Autocracy
3287,Thailand,Southeast Asia,1997,THA,4.577189922,Electoral Autocracy
2362,Netherlands,West Europe,2011,NLD,5.463039875,Liberal Democracy
2363,Netherlands,West Europe,2012,NLD,5.410220146,Liberal Democracy
2364,Netherlands,West Europe,2013,NLD,5.52655983,Liberal Democracy
2365,Netherlands,West Europe,2014,NLD,5.458899975,Liberal Democracy
2366,Netherlands,West Europe,2015,NLD,5.34815979,Liberal Democracy
2367,Netherlands,West Europe,2016,NLD,5.479599953,Liberal Democracy
2368,Netherlands,West Europe,2017,NLD,5.17509985,Liberal Democracy
2453,North Macedonia,South Europe,1992,MKD,4.733449936,Closed Autocracy
2454,North Macedonia,South Europe,1993,MKD,4.630569935,Closed Autocracy
2455,North Macedonia,South Europe,1994,MKD,4.52628994,Electoral Autocracy
2456,North Macedonia,South Europe,1995,MKD,4.271230221,Electoral Autocracy
2457,North Macedonia,South Europe,1996,MKD,4.303110123,Electoral Autocracy
2458,North Macedonia,South Europe,2002,MKD,3.300149918,Electoral Democracy
2459,Norway,North Europe,1972,NOR,5.904059887,Liberal Democracy
2460,Norway,North Europe,1973,NOR,5.891719818,Liberal Democracy
2461,Norway,North Europe,1974,NOR,5.673659801,Liberal Democracy
2462,Norway,North Europe,1975,NOR,5.550220013,Liberal Democracy
2463,Norway,North Europe,1976,NOR,6.163599968,Liberal Democracy
2464,Norway,North Europe,1977,NOR,5.972809792,Liberal Democracy
2465,Norway,North Europe,1978,NOR,6.444349766,Liberal Democracy
2466,Norway,North Europe,1980,NOR,5.780149937,Liberal Democracy
2467,Norway,North Europe,1981,NOR,5.543640137,Liberal Democracy
2468,Norway,North Europe,1982,NOR,5.678850174,Liberal Democracy
2469,Norway,North Europe,1983,NOR,5.646299839,Liberal Democracy
2470,Norway,North Europe,1984,NOR,5.429369926,Liberal Democracy
2471,Norway,North Europe,1985,NOR,5.255670071,Liberal Democracy
2472,Norway,North Europe,1986,NOR,5.539830208,Liberal Democracy
2473,Norway,North Europe,1987,NOR,5.788070202,Liberal Democracy
2474,Norway,North Europe,1988,NOR,5.865970135,Liberal Democracy
2475,Norway,North Europe,1989,NOR,6.299860001,Liberal Democracy
2476,Norway,North Europe,1990,NOR,6.310379982,Liberal Democracy
2477,Norway,North Europe,1991,NOR,6.373219967,Liberal Democracy
2478,Norway,North Europe,1992,NOR,6.63613987,Liberal Democracy
2479,Norway,North Europe,1993,NOR,7.676640034,Liberal Democracy
2480,Norway,North Europe,1994,NOR,7.830430031,Liberal Democracy
2481,Norway,North Europe,1995,NOR,7.695680141,Liberal Democracy
3296,Thailand,Southeast Asia,2006,THA,4.05038023,Electoral Autocracy
3298,Thailand,Southeast Asia,2008,THA,3.508500099,Electoral Autocracy
3299,Thailand,Southeast Asia,2009,THA,3.861939907,Electoral Autocracy
3300,Thailand,Southeast Asia,2010,THA,3.508440018,Electoral Autocracy
3301,Thailand,Southeast Asia,2011,THA,4.805550098,Electoral Autocracy
3303,Thailand,Southeast Asia,2013,THA,4.1240201,Electoral Autocracy
3288,Thailand,Southeast Asia,1998,THA,4.625699997,Electoral Democracy
3289,Thailand,Southeast Asia,1999,THA,4.832670212,Electoral Democracy
3290,Thailand,Southeast Asia,2000,THA,5.25345993,Electoral Democracy
3291,Thailand,Southeast Asia,2001,THA,4.81787014,Electoral Democracy
3292,Thailand,Southeast Asia,2002,THA,3.864919901,Electoral Democracy
3293,Thailand,Southeast Asia,2003,THA,3.725610018,Electoral Democracy
3294,Thailand,Southeast Asia,2004,THA,4.030889988,Electoral Democracy
3295,Thailand,Southeast Asia,2005,THA,3.93859005,Electoral Democracy
3302,Thailand,Southeast Asia,2012,THA,4.536709785,Electoral Democracy
3304,Timor,Southeast Asia,2008,TLS,8.670590401,Electoral Democracy
3305,Timor,Southeast Asia,2009,TLS,12.9034996,Electoral Democracy
3306,Timor,Southeast Asia,2010,TLS,11.10764027,Electoral Democracy
3307,Timor,Southeast Asia,2011,TLS,10.07569981,Electoral Democracy
3308,Timor,Southeast Asia,2012,TLS,7.241869926,Electoral Democracy
3309,Timor,Southeast Asia,2013,TLS,5.667150021,Electoral Democracy
3310,Timor,Southeast Asia,2014,TLS,7.515470028,Electoral Democracy
3311,Timor,Southeast Asia,2015,TLS,8.433259964,Electoral Democracy
3312,Timor,Southeast Asia,2016,TLS,8.051939964,Electoral Democracy
3313,Timor,Southeast Asia,2017,TLS,7.060490131,Electoral Democracy
3314,Timor,Southeast Asia,2018,TLS,6.792950153,Electoral Democracy
3391,Turkey,West Asia,1981,TUR,2.208300114,Closed Autocracy
3392,Turkey,West Asia,1982,TUR,1.754909992,Closed Autocracy
3393,Turkey,West Asia,1983,TUR,2.647599936,Electoral Autocracy
3394,Turkey,West Asia,1984,TUR,2.029230118,Electoral Autocracy
3395,Turkey,West Asia,1985,TUR,1.738109946,Electoral Autocracy
3396,Turkey,West Asia,1986,TUR,1.509570003,Electoral Autocracy
3389,Turkey,West Asia,1978,TUR,4.347740173,Electoral Democracy
3390,Turkey,West Asia,1979,TUR,2.915199995,Electoral Democracy
3397,Turkey,West Asia,1993,TUR,3.365469933,Electoral Democracy
3398,Turkey,West Asia,1994,TUR,3.42482996,Electoral Democracy
3399,Turkey,West Asia,1995,TUR,2.251110077,Electoral Democracy
2482,Norway,North Europe,1996,NOR,7.138050079,Liberal Democracy
2483,Norway,North Europe,1997,NOR,7.30343008,Liberal Democracy
2484,Norway,North Europe,1998,NOR,7.360779762,Liberal Democracy
2485,Norway,North Europe,1999,NOR,6.966479778,Liberal Democracy
2486,Norway,North Europe,2000,NOR,6.467269897,Liberal Democracy
2487,Norway,North Europe,2001,NOR,6.830629826,Liberal Democracy
2488,Norway,North Europe,2002,NOR,7.437290192,Liberal Democracy
2489,Norway,North Europe,2003,NOR,7.416359901,Liberal Democracy
2490,Norway,North Europe,2004,NOR,7.298270226,Liberal Democracy
2491,Norway,North Europe,2005,NOR,6.865069866,Liberal Democracy
2492,Norway,North Europe,2006,NOR,6.382760048,Liberal Democracy
2493,Norway,North Europe,2007,NOR,6.534399986,Liberal Democracy
2494,Norway,North Europe,2008,NOR,6.285220146,Liberal Democracy
2495,Norway,North Europe,2009,NOR,7.10337019,Liberal Democracy
2496,Norway,North Europe,2010,NOR,6.746339798,Liberal Democracy
2497,Norway,North Europe,2011,NOR,6.454520226,Liberal Democracy
2498,Norway,North Europe,2012,NOR,7.374700069,Liberal Democracy
2499,Norway,North Europe,2013,NOR,7.485350132,Liberal Democracy
2500,Norway,North Europe,2014,NOR,7.695040226,Liberal Democracy
2501,Norway,North Europe,2015,NOR,7.569330215,Liberal Democracy
2502,Norway,North Europe,2016,NOR,8.030550003,Liberal Democracy
2503,Norway,North Europe,2017,NOR,7.911980152,Liberal Democracy
2684,Poland,Central Europe,2016,POL,4.639220238,Electoral Democracy
2685,Poland,Central Europe,2017,POL,4.559569836,Electoral Democracy
2661,Poland,Central Europe,1991,POL,3.891449928,Liberal Democracy
2662,Poland,Central Europe,1992,POL,4.187930107,Liberal Democracy
2663,Poland,Central Europe,1993,POL,4.182759762,Liberal Democracy
2664,Poland,Central Europe,1995,POL,4.335000038,Liberal Democracy
2665,Poland,Central Europe,1996,POL,6.267179966,Liberal Democracy
2666,Poland,Central Europe,1998,POL,4.95043993,Liberal Democracy
2667,Poland,Central Europe,1999,POL,4.600289822,Liberal Democracy
2668,Poland,Central Europe,2000,POL,4.993619919,Liberal Democracy
2669,Poland,Central Europe,2001,POL,5.329750061,Liberal Democracy
2670,Poland,Central Europe,2002,POL,5.3979702,Liberal Democracy
2671,Poland,Central Europe,2003,POL,5.332180023,Liberal Democracy
2672,Poland,Central Europe,2004,POL,5.35574007,Liberal Democracy
2673,Poland,Central Europe,2005,POL,5.426119804,Liberal Democracy
2674,Poland,Central Europe,2006,POL,5.205780029,Liberal Democracy
2675,Poland,Central Europe,2007,POL,4.868370056,Liberal Democracy
2676,Poland,Central Europe,2008,POL,5.040470123,Liberal Democracy
2677,Poland,Central Europe,2009,POL,4.98913002,Liberal Democracy
2678,Poland,Central Europe,2010,POL,5.068429947,Liberal Democracy
2679,Poland,Central Europe,2011,POL,4.820119858,Liberal Democracy
2680,Poland,Central Europe,2012,POL,4.811810017,Liberal Democracy
2681,Poland,Central Europe,2013,POL,4.940110207,Liberal Democracy
2682,Poland,Central Europe,2014,POL,4.909180164,Liberal Democracy
2683,Poland,Central Europe,2015,POL,4.812260151,Liberal Democracy
2686,Portugal,South Europe,1973,PRT,1.633919954,Closed Autocracy
2687,Portugal,South Europe,1974,PRT,1.935359955,Closed Autocracy
2688,Portugal,South Europe,1975,PRT,3.062459946,Closed Autocracy
2689,Portugal,South Europe,1976,PRT,3.078730106,Electoral Democracy
2690,Portugal,South Europe,1978,PRT,2.900480032,Liberal Democracy
2691,Portugal,South Europe,1979,PRT,2.699300051,Liberal Democracy
2692,Portugal,South Europe,1980,PRT,3.067430019,Liberal Democracy
2693,Portugal,South Europe,1981,PRT,3.185750008,Liberal Democracy
2694,Portugal,South Europe,1982,PRT,3.329099894,Liberal Democracy
2695,Portugal,South Europe,1983,PRT,3.23281002,Liberal Democracy
2696,Portugal,South Europe,1984,PRT,3.142539978,Liberal Democracy
2697,Portugal,South Europe,1985,PRT,3.262490034,Liberal Democracy
2698,Portugal,South Europe,1986,PRT,3.049249887,Liberal Democracy
2699,Portugal,South Europe,1987,PRT,3.157979965,Liberal Democracy
2700,Portugal,South Europe,1988,PRT,3.387530088,Liberal Democracy
2701,Portugal,South Europe,1989,PRT,3.475239992,Liberal Democracy
2702,Portugal,South Europe,1990,PRT,3.56972003,Liberal Democracy
2703,Portugal,South Europe,1991,PRT,4.07133007,Liberal Democracy
2704,Portugal,South Europe,1992,PRT,4.337470055,Liberal Democracy
2705,Portugal,South Europe,1993,PRT,4.840950012,Liberal Democracy
2706,Portugal,South Europe,1994,PRT,4.671299934,Liberal Democracy
2707,Portugal,South Europe,1995,PRT,4.61330986,Liberal Democracy
2708,Portugal,South Europe,1996,PRT,5.065110207,Liberal Democracy
2709,Portugal,South Europe,1999,PRT,5.046860218,Liberal Democracy
2710,Portugal,South Europe,2000,PRT,5.163849831,Liberal Democracy
2711,Portugal,South Europe,2001,PRT,5.33713007,Liberal Democracy
2712,Portugal,South Europe,2002,PRT,5.258719921,Liberal Democracy
2713,Portugal,South Europe,2003,PRT,5.281529903,Liberal Democracy
2714,Portugal,South Europe,2004,PRT,5.046380043,Liberal Democracy
2715,Portugal,South Europe,2005,PRT,5.073949814,Liberal Democracy
2716,Portugal,South Europe,2006,PRT,4.907670021,Liberal Democracy
2717,Portugal,South Europe,2007,PRT,4.921470165,Liberal Democracy
2718,Portugal,South Europe,2008,PRT,4.696090221,Liberal Democracy
2719,Portugal,South Europe,2009,PRT,5.563149929,Liberal Democracy
2720,Portugal,South Europe,2010,PRT,5.412489891,Liberal Democracy
2721,Portugal,South Europe,2011,PRT,5.123330116,Liberal Democracy
2722,Portugal,South Europe,2012,PRT,4.949409962,Liberal Democracy
2723,Portugal,South Europe,2013,PRT,5.270969868,Liberal Democracy
2724,Portugal,South Europe,2014,PRT,5.124000072,Liberal Democracy
2725,Portugal,South Europe,2015,PRT,4.885540009,Liberal Democracy
2726,Portugal,South Europe,2017,PRT,5.015610218,Liberal Democracy
2750,Romania,East Europe,1996,ROU,3.241219997,Electoral Democracy
2751,Romania,East Europe,2000,ROU,2.868629932,Electoral Democracy
2752,Romania,East Europe,2001,ROU,3.266289949,Electoral Democracy
2753,Romania,East Europe,2002,ROU,3.504129887,Electoral Democracy
2754,Romania,East Europe,2003,ROU,3.543970108,Electoral Democracy
2755,Romania,East Europe,2004,ROU,3.312730074,Electoral Democracy
2756,Romania,East Europe,2005,ROU,3.500390053,Electoral Democracy
2392,New Zealand,Oceania,2003,NZL,6.437530041,Liberal Democracy
2393,New Zealand,Oceania,2004,NZL,6.512030125,Liberal Democracy
2394,New Zealand,Oceania,2005,NZL,6.278960228,Liberal Democracy
2395,New Zealand,Oceania,2006,NZL,5.95276022,Liberal Democracy
2396,New Zealand,Oceania,2007,NZL,5.915939808,Liberal Democracy
2397,New Zealand,Oceania,2008,NZL,5.506169796,Liberal Democracy
2398,New Zealand,Oceania,2009,NZL,6.280670166,Liberal Democracy
2399,New Zealand,Oceania,2010,NZL,7.001289845,Liberal Democracy
2400,New Zealand,Oceania,2011,NZL,6.93487978,Liberal Democracy
2401,New Zealand,Oceania,2012,NZL,7.150629997,Liberal Democracy
2402,New Zealand,Oceania,2013,NZL,6.699979782,Liberal Democracy
2403,New Zealand,Oceania,2014,NZL,6.344449997,Liberal Democracy
2404,New Zealand,Oceania,2015,NZL,6.337389946,Liberal Democracy
2405,New Zealand,Oceania,2016,NZL,6.433350086,Liberal Democracy
2406,New Zealand,Oceania,2017,NZL,6.283669949,Liberal Democracy
2601,Papua New Guinea,Oceania,2017,PNG,1.964930058,Electoral Autocracy
2602,Papua New Guinea,Oceania,2018,PNG,1.930889964,Electoral Autocracy
2599,Papua New Guinea,Oceania,1972,PNG,5.247159958,Electoral Democracy
2600,Papua New Guinea,Oceania,1977,PNG,7.389709949,Electoral Democracy
2991,Solomon Islands,Oceania,1971,SLB,3.400000095,Closed Autocracy
2992,Solomon Islands,Oceania,1991,SLB,2.753819942,Electoral Democracy
2993,Solomon Islands,Oceania,1998,SLB,2.248709917,Electoral Democracy
2994,Solomon Islands,Oceania,2007,SLB,9.87994957,Electoral Democracy
2995,Solomon Islands,Oceania,2008,SLB,8.800919533,Electoral Democracy
2996,Solomon Islands,Oceania,2009,SLB,8.973259926,Electoral Democracy
2997,Solomon Islands,Oceania,2010,SLB,9.860630035,Electoral Democracy
3521,Vanuatu,Oceania,1994,VUT,4.388020039,Electoral Democracy
3522,Vanuatu,Oceania,1998,VUT,7.640820026,Electoral Democracy
3523,Vanuatu,Oceania,1999,VUT,6.162829876,Electoral Democracy
3524,Vanuatu,Oceania,2000,VUT,7.003630161,Electoral Democracy
3525,Vanuatu,Oceania,2001,VUT,8.95114994,Electoral Democracy
3526,Vanuatu,Oceania,2002,VUT,8.131750107,Electoral Democracy
3527,Vanuatu,Oceania,2003,VUT,8.441729546,Electoral Democracy
3528,Vanuatu,Oceania,2008,VUT,5.783030033,Electoral Democracy
3529,Vanuatu,Oceania,2009,VUT,5.012949944,Electoral Democracy
3530,Vanuatu,Oceania,2014,VUT,4.910830021,Electoral Democracy
3531,Vanuatu,Oceania,2015,VUT,5.390810013,Electoral Democracy
3532,Vanuatu,Oceania,2017,VUT,4.533530235,Electoral Democracy
2757,Romania,East Europe,2006,ROU,4.306509972,Electoral Democracy
2758,Romania,East Europe,2007,ROU,4.149539948,Electoral Democracy
2759,Romania,East Europe,2008,ROU,4.097199917,Electoral Democracy
2760,Romania,East Europe,2009,ROU,4.002130032,Electoral Democracy
2761,Romania,East Europe,2010,ROU,3.495379925,Electoral Democracy
2762,Romania,East Europe,2011,ROU,3.059429884,Electoral Democracy
2763,Romania,East Europe,2012,ROU,2.954099894,Electoral Democracy
2764,Romania,East Europe,2013,ROU,3.049380064,Electoral Democracy
2765,Romania,East Europe,2014,ROU,3.126420021,Electoral Democracy
2766,Romania,East Europe,2015,ROU,3.106760025,Electoral Democracy
2767,Romania,East Europe,2016,ROU,2.974109888,Electoral Democracy
2768,Romania,East Europe,2017,ROU,3.095390081,Electoral Democracy
2769,Russia,East Europe,2000,RUS,2.93979001,Electoral Autocracy
2770,Russia,East Europe,2001,RUS,3.106019974,Electoral Autocracy
